Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Benartefa],Price [Benartefa],In stock [Benartefa],Low stock [Benartefa]
LUX-BTY-75-WHITE/VELVET-JASMINE,41084,LUX-BTY-75-WHITE/VELVET-JASMINE,Non food,,N,,,,,,,3960,8999999036638,,,Y,Y,4300,0.000,
LUX-BTY-MP-3*110-WHT-VELVET-TOUCH,41080,LUX-BTY-MP-3*110-WHT-VELVET-TOUCH,Non food,,N,,,,,,,16335,8999999519100,,,Y,Y,17700,4.000,
LUX-BTY-MP3*110-PINK-SOFT-TOUCH,41085,LUX-BTY-MP3*110-PINK-SOFT-TOUCH,Non food,,N,,,,,,,16335,8999999519087,,,Y,Y,17700,1.000,
LUX-BW-100ML-SOFT-ROSE,22757,LUX-BW-100ML-SOFT-ROSE,Non food,,N,,,,,,,15310,8999999036492,,,Y,Y,17000,2.000,
LUX-BW-HIJAB-OLIVE-HONEY-400ML,22758,LUX-BW-HIJAB-OLIVE-HONEY-400ML,Non food,,N,,,,,,,28110,8999999583163,,,Y,Y,31300,1.000,
LUX-BW-REF-250-ORCHID-MAGICAL,22759,LUX-BW-REF-250-ORCHID-MAGICAL,Non food,,N,,,,,,,21790,8999999036942,,,Y,Y,24200,1.000,
LUX-BW-REF-250-ROSE-SOFT,22760,LUX-BW-REF-250-ROSE-SOFT,Non food,,N,,,,,,,21790,8999999036898,,,Y,Y,24200,2.000,
LUX-BW-REF-250-WHITE-VELVET,22761,LUX-BW-REF-250-WHITE-VELVET,Non food,,N,,,,,,,21790,8999999036904,,,Y,Y,24200,1.000,
LUX-BW-REF-400-BLUE-PEONY,22762,LUX-BW-REF-400-BLUE-PEONY,Non food,,N,,,,,,,27000,8999999036843,,,Y,Y,30000,1.000,
LUX-BW-REF-400-LILY-FRESH,22763,LUX-BW-REF-400-LILY-FRESH,Non food,,N,,,,,,,26720,8999999030926,,,Y,Y,29700,2.000,
LUX-BW-REF-450-SANDALWOOD-MUSK,22764,LUX-BW-REF-450-SANDALWOOD-MUSK,Non food,,N,,,,,,,27440,8999999542214,,,Y,Y,30500,1.000,
LUX-BW-YUZU-REF-450-BLOSSOM,22765,LUX-BW-YUZU-REF-450-BLOSSOM,Non food,,N,,,,,,,26720,8999999550646,,,Y,Y,29700,1.000,
LUX-TS-MAGICAL-ORCHID-MP-3X110GR,41086,LUX-TS-MAGICAL-ORCHID-MP-3X110GR,Non food,,N,,,,,,,16335,8999999519124,,,Y,Y,17700,2.000,
MAMA-PCH-115-GREEN-TEA-106146,21404,MAMA-PCH-115-GREEN-TEA-106146,non food,,N,,,,,,,1630,8998866106146,,,Y,Y,2000,9.000,
MAMA-PCH-115-JRK-NIPIS-105132,21405,MAMA-PCH-115-JRK-NIPIS-105132,non food,,N,,,,,,,1630,8998866105132,,,Y,Y,2000,1.000,
MAMA-PCH-115-LEMON-182201,21406,MAMA-PCH-115-LEMON-182201,non food,,N,,,,,,,1630,8998866182201,,,Y,Y,2000,4.000,
MAMA-PCH-115-LIME-183208,21407,MAMA-PCH-115-LIME-183208,non food,,N,,,,,,,1630,8998866183208,,,Y,Y,2000,1.000,
MAMA-PCH-120-LIME-CHARCOAL,21408,MAMA-PCH-120-LIME-CHARCOAL,non food,,N,,,,,,,1630,8998866108010,,,Y,Y,2000,9.000,
MAMA-PCH-200-JRK-NIPIS,21409,MAMA-PCH-200-JRK-NIPIS,non food,,N,,,,,,,3510,8998866107068,,,Y,Y,4000,-2.000,
MAMA-PCH-400-GREEN-TEA-106153,21410,MAMA-PCH-400-GREEN-TEA-106153,non food,,N,,,,,,,8265,8998866106153,,,Y,Y,9200,6.000,
MAMA-PCH-400-LEMON-182218,21411,MAMA-PCH-400-LEMON-182218,non food,,N,,,,,,,7875,8998866182218,,,Y,Y,8500,-1.000,
MAMA-PCH-400-LIME-183215,21412,MAMA-PCH-400-LIME-183215,non food,,N,,,,,,,8265,8998866183215,,,Y,Y,9200,1.000,
MAMA-PCH-55-JRK-NIPIS-105125,21413,MAMA-PCH-55-JRK-NIPIS-105125,non food,,N,,,,,,,810,8998866105125,,,Y,Y,1000,3.000,
MAMA-PCH-55-LEMON-104876,21414,MAMA-PCH-55-LEMON-104876,non food,,N,,,,,,,810,8998866104876,,,Y,Y,1000,2.000,
MAMA-PCH-55-LIME-104457,21416,MAMA-PCH-55-LIME-104456,non food,,N,,,,,,,810,8998866104456,,,Y,Y,1000,10.000,
MAMA-PCH-800-GREEN-TEA-106160,21417,MAMA-PCH-800-GREEN-TEA-106160,non food,,N,,,,,,,15745,8998866106160,,,Y,Y,17500,3.000,
MAMA-PCH-800-JRK-NIPIS-105156,21418,MAMA-PCH-800-JRK-NIPIS-105156,non food,,N,,,,,,,15745,8998866105156,,,Y,Y,17500,1.000,
MAMA-PCH-800-LEMON-100700,21419,MAMA-PCH-800-LEMON-100700,non food,,N,,,,,,,15745,8998866100700,,,Y,Y,17500,9.000,
MAMA-PCH-800-LIME-100717,21420,MAMA-PCH-800-LIME-100717,non food,,N,,,,,,,15745,8998866100717,,,Y,Y,17500,3.000,
MAMA-PCH-800-LIME-CHARCOAL,21421,MAMA-PCH-800-LIME-CHARCOAL,non food,,N,,,,,,,15745,8998866107914,,,Y,Y,17500,3.000,
MAMY-POKO-OPEN-STD-M-10P,21919,MAMY-POKO-OPEN-STD-M-10P,Non food,,N,,,,,,,20070,8993189272387,,,Y,Y,22300,1.000,
MAMY-POKO-OPEN-STD-S-12P,21918,MAMY-POKO-OPEN-STD-S-12P,Non food,,N,,,,,,,18235,8993189272356,,,Y,Y,20300,12.000,
MAMY-POKO-PANTS-STD-L1,21903,MAMY-POKO-PANTS-STD-L1,Non food,,N,,,,,,,2040,8993189270819,,,Y,Y,2300,0.000,
MAMY-POKO-PANTS-STD-L20,21909,MAMY-POKO-PANTS-STD-L20,Non food,,N,,,,,,,47945,8993189271014,,,Y,Y,53300,2.000,
MAMY-POKO-PANTS-STD-L30,21916,MAMY-POKO-PANTS-STD-L30,Non food,,N,,,,,,,61735,8993189272141,,,Y,Y,68600,1.000,
MAMY-POKO-PANTS-STD-L8,21904,MAMY-POKO-PANTS-STD-L8,Non food,,N,,,,,,,18545,8993189270826,,,Y,Y,20600,1.000,
MAMY-POKO-PANTS-STD-M1,21901,MAMY-POKO-PANTS-STD-M1,Non food,,N,,,,,,,2040,8993189270796,,,Y,Y,2300,3.000,
MAMY-POKO-PANTS-STD-M20,21908,MAMY-POKO-PANTS-STD-M20,Non food,,N,,,,,,,38915,8993189271007,,,Y,Y,43200,2.000,
MAMY-POKO-PANTS-STD-M34,21915,MAMY-POKO-PANTS-STD-M34,Non food,,N,,,,,,,61735,8993189272134,,,Y,Y,68600,1.000,
MAMY-POKO-PANTS-STD-M9,21902,MAMY-POKO-PANTS-STD-M9,Non food,,N,,,,,,,18545,8993189270802,,,Y,Y,20600,1.000,
MAMY-POKO-PANTS-STD-S11,21912,MAMY-POKO-PANTS-STD-S11,Non food,,N,,,,,,,18545,8993189271762,,,Y,Y,20600,0.000,
MAMY-POKO-PANTS-STD-S22,21913,MAMY-POKO-PANTS-STD-S22,Non food,,N,,,,,,,35860,8993189271854,,,Y,Y,39900,0.000,
MAMY-POKO-PANTS-STD-S40,21914,MAMY-POKO-PANTS-STD-S40,Non food,,N,,,,,,,61735,8993189272127,,,Y,Y,68600,1.000,
MAMY-POKO-PANTS-STD-XL1,21905,MAMY-POKO-PANTS-STD-XL1,Non food,,N,,,,,,,2830,8993189270833,,,Y,Y,3200,3.000,
MAMY-POKO-PANTS-STD-XL20,21910,MAMY-POKO-PANTS-STD-XL20,Non food,,N,,,,,,,51550,8993189271021,,,Y,Y,57300,2.000,
MAMY-POKO-PANTS-STD-XL26,21917,MAMY-POKO-PANTS-STD-XL26,Non food,,N,,,,,,,61940,8993189272158,,,Y,Y,68600,11.000,
MAMY-POKO-PANTS-STD-XL7,21906,MAMY-POKO-PANTS-STD-XL7,Non food,,N,,,,,,,18545,8993189270840,,,Y,Y,20600,3.000,
MAMY-POKO-PANTS-STD-XXL6,21907,MAMY-POKO-PANTS-STD-XXL6,Non food,,N,,,,,,,18545,8993189270857,,,Y,Y,20600,1.000,
MAMY-POKO-STD-S1,21911,MAMY-POKO-STD-S1,Non food,,N,,,,,,,2040,8993189271748,,,Y,Y,2300,10.000,
MAP-PLSTK-KCG-CPR,33042,MAP-PLSTK-KCG-CPR,atk,,N,,,,,,,2500,M000045949,,,Y,Y,2800,12.000,
MARINA-GEL-UV-WHT-H-COOL-100,20309,MARINA-GEL-UV-WHT-H-COOL-100,Non food,,N,,,,,,,4850,8999908559401,,,Y,Y,5400,3.000,
MARINA-HBL-100-HLT-GLOW,20310,MARINA-HBL-100-HLT-GLOW,Non food,,N,,,,,,,4850,8999908082701,,,Y,Y,5400,8.000,
MARINA-HBL-100-UV-COLAGEN-ASTA,20311,MARINA-HBL-100-UV-COLAGEN-ASTA,Non food,,N,,,,,,,4850,8999908734709,,,Y,Y,5400,1.000,
MARINA-HBL-100-UV-WHT-BRIGHT/M,20312,MARINA-HBL-100-UV-WHT-BRIGHT/M,Non food,,N,,,,,,,4850,8999908010605,,,Y,Y,5400,14.000,
MARINA-HBL-NAT-100-NOU&HEALT,20313,MARINA-HBL-NAT-100-NOU&HEALT,Non food,,N,,,,,,,4315,8999908060709,,,Y,Y,4800,2.000,
MARINA-HBL-NAT-100-NUTRI-FRESH,20314,MARINA-HBL-NAT-100-NUTRI-FRESH,Non food,,N,,,,,,,4315,8999908045607,,,Y,Y,4800,2.000,
MARINA-HBL-NAT-100-PRO&CARE,20315,MARINA-HBL-NAT-100-PRO&CARE,Non food,,N,,,,,,,4320,8999908060600,,,Y,Y,4800,2.000,
MARINA-HBL-NAT-100-SMOOTH-&-GL,20316,MARINA-HBL-NAT-100-SMOOTH-&-GL,Non food,,N,,,,,,,4320,8999908060808,,,Y,Y,4800,0.000,
MARINA-HBL-NAT-100-XTRA-MOIS,20317,MARINA-HBL-NAT-100-XTRA-MOIS,Non food,,N,,,,,,,4315,8999908214706,,,Y,Y,4800,0.000,
MECH-PSL-TIZO-2.0-TM030D,31022,MECH-PSL-TIZO-2.0-TM030D,atk,,N,,,,,,,7500,M000055173,,,Y,Y,8300,12.000,
MEDICARE-SBN-90-BIRU/PTH,41087,MEDICARE-SBN-90-BIRU/PTH,Non food,,N,,,,,,,4055,8993379121211,,,Y,Y,4400,11.000,
MEDICARE-SBN-90-BLACK,41088,MEDICARE-SBN-90-BLACK,Non food,,N,,,,,,,4055,8993379260026,,,Y,Y,4400,2.000,
MEDICARE-SBN-90-GOLD/LIGHT-BLUE,41089,MEDICARE-SBN-90-GOLD/LIGHT-BLUE,Non food,,N,,,,,,,4055,8993379260804,,,Y,Y,4400,0.000,
MEDICARE-SBN-90-MERAH,41090,MEDICARE-SBN-90-MERAH,Non food,,N,,,,,,,4055,8993379121204,,,Y,Y,4400,9.000,
MEDICARE-SBN-90-PURPLE/LEMON,41091,MEDICARE-SBN-90-PURPLE/LEMON,Non food,,N,,,,,,,4055,8993379260798,,,Y,Y,4400,2.000,
MEMO-GARIS-CPR,32021,MEMO-GARIS-CPR,atk,,N,,,,,,,3000,M0008878,,,Y,Y,3300,6.000,
MEMO-STICK-MMS-2,32022,MEMO-STICK-MMS-2,atk,,N,,,,,,,9500,M0019254,,,Y,Y,10500,6.000,
MERRIES-PANTS-GD-SK-L30,20201,MERRIES-PANTS-GD-SK-L30,Non food,,N,,,,,,,65680,8992727005418,,,Y,Y,70300,3.000,
MERRIES-PANTS-GD-SK-L8,20202,MERRIES-PANTS-GD-SK-L8,Non food,,N,,,,,,,14865,8992727005395,,,Y,Y,16000,2.000,
MERRIES-PANTS-GD-SK-M22,20203,MERRIES-PANTS-GD-SK-M22,Non food,,N,,,,,,,45455,8992727005364,,,Y,Y,48700,1.000,
MERRIES-PANTS-GD-SK-M34,20204,MERRIES-PANTS-GD-SK-M34,Non food,,N,,,,,,,65680,8992727005371,,,Y,Y,70300,2.000,
MERRIES-PANTS-GD-SK-M9,20205,MERRIES-PANTS-GD-SK-M9,Non food,,N,,,,,,,16610,8992727005357,,,Y,Y,17800,0.000,
MERRIES-PANTS-GD-SK-S11,20206,MERRIES-PANTS-GD-SK-S11,Non food,,N,,,,,,,17485,8992727005326,,,Y,Y,18800,2.000,
MERRIES-PANTS-GD-SK-S26,20207,MERRIES-PANTS-GD-SK-S26,Non food,,N,,,,,,,44350,8992727005333,,,Y,Y,46300,7.000,
MERRIES-PANTS-GD-SK-S40,20208,MERRIES-PANTS-GD-SK-S40,Non food,,N,,,,,,,64105,8992727006484,,,Y,Y,68600,2.000,
MERRIES-PANTS-GD-SK-XL16,20209,MERRIES-PANTS-GD-SK-XL16,Non food,,N,,,,,,,43185,8992727005449,,,Y,Y,46300,2.000,
MERRIES-PANTS-GD-SK-XL26,20210,MERRIES-PANTS-GD-SK-XL26,Non food,,N,,,,,,,65680,8992727005456,,,Y,Y,70300,2.000,
MERRIES-PANTS-GD-SK-XL7,20211,MERRIES-PANTS-GD-SK-XL7,Non food,,N,,,,,,,16610,8992727005432,,,Y,Y,17800,0.000,
MERRIES-PANTS-GD-SK-XXL-28,20212,MERRIES-PANTS-GD-SK-XXL-28,Non food,,N,,,,,,,79200,8992727007320,,,Y,Y,84800,2.000,
MERRIES-PANTS-GD-SK-XXL-6,20213,MERRIES-PANTS-GD-SK-XXL-6,Non food,,N,,,,,,,17485,8992727007306,,,Y,Y,18700,2.000,
MIE-GEMEZ-ENAK-22GR,11116,MIE-GEMEZ-ENAK-22GR,food,,N,,,,,,,1415,8886013300601,,,Y,Y,1500,13.000,
MILKU-UHT-200-COKLAT,11733,MILKU-UHT-200-COKLAT,food,,N,,,,,,,2580,8998866202725,,,Y,Y,2800,4.000,
MILKU-UHT-200-STRW,11734,MILKU-UHT-200-STRW,food,,N,,,,,,,2580,8998866202732,,,Y,Y,2800,5.000,
MILO-ACTIVE-GO-SACH-20(11X22GR),11223,MILO-ACTIVE-GO-SACH-20(11X22GR),food,,N,,,,,,,1860,8992696521797,,,Y,Y,2000,-1.000,
minute-maid-300-pulpy-orange,11743,MINUTE-MAID-300-PULPY-ORANGE,food,,N,,,,,,,4710,8992761166038,,,Y,Y,5500,2.000,
MIRANDA-VIT-BLISTER-COCONUT,29039,MIRANDA-VIT-BLISTER-COCONUT,Non food,,N,,,,,,,10095,8997016379096,,,Y,Y,11200,3.000,
MIRANDA-VIT-BLISTER-JOJOBA-OIL,29040,MIRANDA-VIT-BLISTER-JOJOBA-OIL,Non food,,N,,,,,,,10380,8997016375098,,,Y,Y,11500,3.000,
MIRANDA-VIT-BLISTER-OLIVE,29038,MIRANDA-VIT-BLISTER-OLIVE,Non food,,N,,,,,,,10095,8997016379102,,,Y,Y,11200,3.000,
MITU-BB-CLG-BTL-100-GREEN,26050,MITU-BB-CLG-BTL-100-GREEN,Non food,,N,,,,,,,15880,8992745326670,,,Y,Y,17600,0.000,
MITU-BB-CLG-BTL-100-PINK,26051,MITU-BB-CLG-BTL-100-PINK,Non food,,N,,,,,,,15880,8992745326489,,,Y,Y,17600,0.000,
MITU-BB-MILK-BATH-BTL-200,26048,MITU-BB-MILK-BATH-BTL-200,Non food,,N,,,,,,,17455,8992745540694,,,Y,Y,19400,1.000,
MITU-bb-POWDER-100-F&C-CLASC/BIRU,26045,MITU-bb-POWDER-100-F&C-CLASC/BIRU,Non food,,N,,,,,,,6185,8992745550488,,,Y,Y,6900,1.000,
MITU-BB-S-MANDI-2IN1-200-BTL,26047,MITU-BB-S-MANDI-2IN1-200-BTL,Non food,,N,,,,,,,15135,8992745550457,,,Y,Y,16800,0.000,
MITU-BB-SHP-BTL-200-NATURAL/F&C-ALOE,26049,MITU-BB-SHP-BTL-200-NATURAL/F&C-ALOE,Non food,,N,,,,,,,16770,8992745560104,,,Y,Y,18600,1.000,
MITU-POWDER-100-PINK/F&C-FLORAL,26046,MITU-POWDER-100-PINK/F&C-FLORAL,Non food,,N,,,,,,,6185,8992745380689,,,Y,Y,6900,1.000,
MITU-WIPES-EXT-THICK-10-ANTISEPTIK,28008,MITU-WIPES-EXT-THICK-10-ANTISEPTIK,Non food,,N,,,,,,,5625,8992745540687,,,Y,Y,6200,0.000,
MITU-WIPES-EXT-THICK-10S-BLUE,28011,MITU-WIPES-EXT-THICK-10S-BLUE,Non food,,N,,,,,,,5350,8992750540917,,,Y,Y,6000,0.000,
MITU-WIPES-EXT-THICK-10S-PINK,28010,MITU-WIPES-EXT-THICK-10S-PINK,Non food,,N,,,,,,,3440,8992750540900,,,Y,Y,4000,9.000,
MITU-WIPES-EXT-THICK-50-BLUE,28002,MITU-WIPES-EXT-THICK-50-BLUE,Non food,,N,,,,,,,14815,8992745540823,,,Y,Y,16400,0.000,
MITU-WIPES-REG-2*40S-BLUE-BOGOF,28001,MITU-WIPES-REG-2*40S-BLUE-BOGOF,Non food,,N,,,,,,,14815,8992745550525,,,Y,Y,16400,13.000,
MOLTO-ALL-IN-1-BLUE-9ML,22439,MOLTO-ALL-IN-1-BLUE-9ML,Non Food,,N,,,,,,,5030,8999999526856,,,Y,Y,5600,5.000,
MOLTO-ALL-IN-1-BLUE-SACH-18ML,22440,MOLTO-ALL-IN-1-BLUE-SACH-18ML,Non Food,,N,,,,,,,5030,8999999045623,,,Y,Y,5600,-2.000,
MOLTO-ALL-IN-1-PINK-9ML,22441,MOLTO-ALL-IN-1-PINK-9ML,Non Food,,N,,,,,,,5030,8999999526863,,,Y,Y,5600,6.000,
MOLTO-ALL-IN-1-PINK-SACH-18ML,22442,MOLTO-ALL-IN-1-PINK-SACH-18ML,Non Food,,N,,,,,,,5080,8999999045616,,,Y,Y,5600,3.000,
MOLTO-ALL-IN-1-REF-720-PINK,22443,MOLTO-ALL-IN-1-REF-720-PINK,Non Food,,N,,,,,,,33030,8999999525828,,,Y,Y,36700,1.000,
MOLTO-ALL-IN-1-ULTRA-CARE-REF-720-BLUE,22444,MOLTO-ALL-IN-1-ULTRA-CARE-REF-720-BLUE,Non Food,,N,,,,,,,33030,8999999525811,,,Y,Y,36700,1.000,
MOLTO-ANTI-KUSUT-PURPLE-6+1-216*18ML,22445,MOLTO-ANTI-KUSUT-PURPLE-6+1-216*18ML,Non Food,,N,,,,,,,4930,8999999579197,,,Y,Y,5500,1.000,
MOLTO-ANTI-KUSUT-PURPLE-720ML-PCH,22446,MOLTO-ANTI-KUSUT-PURPLE-720ML-PCH,Non Food,,N,,,,,,,17210,8999999574581,,,Y,Y,19100,0.000,
MOLTO-EDP-18-ML-BL-P-ELGNT,22447,MOLTO-EDP-18-ML-BL-P-ELGNT,Non Food,,N,,,,,,,5080,8999999057640,,,Y,Y,5600,1.000,
MOLTO-EDP-720-ENCHANTING,22448,MOLTO-EDP-720-ENCHANTING,Non Food,,N,,,,,,,24690,8999999561079,,,Y,Y,27400,1.000,
MOLTO-EDP-9-ENCHANTING,22449,MOLTO-EDP-9-ENCHANTING,Non Food,,N,,,,,,,5030,8999999561086,,,Y,Y,5600,6.000,
MOLTO-EDP-9ML-BL-P-ELGNT,22450,MOLTO-EDP-9ML-BL-P-ELGNT,Non Food,,N,,,,,,,5030,8999999057633,,,Y,Y,5600,0.000,
MOLTO-EDP-LUX-ROSE/PINK-ROSE-9ML,22451,MOLTO-EDP-LUX-ROSE/PINK-ROSE-9ML,Non Food,,N,,,,,,,5030,8999999515515,,,Y,Y,5600,-3.000,
MOLTO-EDP-PCH-720-PRPLE-ELEGANT,22452,MOLTO-EDP-PCH-720-PRPLE-ELEGANT,Non Food,,N,,,,,,,37115,8999999524456,,,Y,Y,41200,2.000,
MOLTO-HYGIENE-720ML,22453,MOLTO-HYGIENE-720ML,Non Food,,N,,,,,,,35680,8999999525675,,,Y,Y,39600,1.000,
MOLTO-JAPANESE-PEACH-10,22454,MOLTO-JAPANESE-PEACH-10,Non Food,,N,,,,,,,5030,8999999560737,,,Y,Y,5600,12.000,
MOLTO-JAPANESE-PEACH-720,22455,MOLTO-JAPANESE-PEACH-720,Non Food,,N,,,,,,,23595,8999999560713,,,Y,Y,26200,1.000,
MOLTO-PERF-BOOST-PCH-680ML-K-STRW,22456,MOLTO-PERF-BOOST-PCH-680ML-K-STRW,Non Food,,N,,,,,,,14675,8999999584771,,,Y,Y,16300,1.000,
MOLTO-PURE-PCH-720ML,22457,MOLTO-PURE-PCH-720ML,Non Food,,N,,,,,,,35680,8999999525651,,,Y,Y,39600,1.000,
MOLTO-PURE-SACH-9ML,22458,MOLTO-PURE-SACH-9ML,Non Food,,N,,,,,,,5080,8999999529291,,,Y,Y,5600,-1.000,
MOLTO-PWG-12*820ML-ANTI-BACTERI,22459,MOLTO-PWG-12*820ML-ANTI-BACTERI,Non Food,,N,,,,,,,14565,8999999571597,,,Y,Y,16200,1.000,
MOLTO-PWG-780-BLUE,22460,MOLTO-PWG-780-BLUE,Non Food,,N,,,,,,,14565,8999999400958,,,Y,Y,16200,5.000,
MOLTO-PWG-780-PINK,22461,MOLTO-PWG-780-PINK,Non Food,,N,,,,,,,14565,8999999401023,,,Y,Y,16200,5.000,
MOLTO-PWG-780-PURPLE,22462,MOLTO-PWG-780-PURPLE,Non Food,,N,,,,,,,13875,8999999561123,,,Y,Y,15400,1.000,
MOLTO-PWG-RED-12*780ML,22463,MOLTO-PWG-RED-12*780ML,Non Food,,N,,,,,,,14565,8999999571603,,,Y,Y,16200,0.000,
MOLTO-ULT-PURE-SACH-18,22464,MOLTO-ULT-PURE-SACH-18,Non Food,,N,,,,,,,5030,8999999045647,,,Y,Y,5600,12.000,
MOLTO-ULT-SB-9ML-HYGIENE,22465,MOLTO-ULT-SB-9ML-HYGIENE,Non Food,,N,,,,,,,5080,8999999504014,,,Y,Y,5600,12.000,
MONTIS-INTERFOLDINT-200S,21013,MONTIS-INTERFOLDINT-200S,Non food,,N,,,,,,,5840,8993163502103,,,Y,Y,6400,1.000,
MONTIS-PURE-&-NAT-250S,21003,MONTIS-PURE-&-NAT-250S,Non food,,N,,,,,,,10740,8993163411108,,,Y,Y,11600,0.000,
MTF-PCL-FUN-SU-IN-BOX-1,31013,MTF-PCL-FUN-SU-IN-BOX-1,atk,,N,,,,,,,3600,M0052755,,,Y,Y,4000,24.000,
MULTI-TISU-MN-01,21019,MULTI-TISU-MN-01,Non food,,N,,,,,,,4900,8992931027015,,,Y,Y,5300,0.000,
MULTI-TISU-MP-03,21012,MULTI-TISU-MP-03,Non food,,N,,,,,,,8170,8992931025035,,,Y,Y,8900,9.000,
MULTI-TISU-MP-04,21009,MULTI-TISU-MP-04,Non food,,N,,,,,,,34940,8992931025042,,,Y,Y,37800,1.000,
MULTI-TISU-TOM-02,21006,MULTI-TISU-TOM-02,Non food,,N,,,,,,,2575,8992931029521,,,Y,Y,2800,3.000,
MY-BABY-PWD-100-CLS,26010,MY-BABY-PWD-100-CLS,Non food,,N,,,,,,,6220,8999908208101,,,Y,Y,6900,1.000,
MY-BABY-PWD-100-EF-TELON-PLUS,26002,MY-BABY-PWD-100-EF-TELON-PLUS,Non food,,N,,,,,,,6220,8999908318305,,,Y,Y,7000,0.000,
MY-BABY-PWD-100-FF,26001,MY-BABY-PWD-100-FF,Non food,,N,,,,,,,6220,8999908208309,,,Y,Y,7000,12.000,
MY-BABY-PWD-100-SF,26011,MY-BABY-PWD-100-SF,Non food,,N,,,,,,,6220,8999908208200,,,Y,Y,6900,-1.000,
MY-BABY-PWD-250-CLS,26004,MY-BABY-PWD-250-CLS,Non food,,N,,,,,,,12880,8999908042606,,,Y,Y,14300,1.000,
MY-BABY-PWD-250-FF,26009,MY-BABY-PWD-250-FF,Non food,,N,,,,,,,12875,8999908060006,,,Y,Y,14300,1.000,
MY-BABY-PWD-250-SF,26008,MY-BABY-PWD-250-SF,Non food,,N,,,,,,,12875,8999908054005,,,Y,Y,14300,1.000,
MY-BABY-PWD-TELON-PLUS-250,26007,MY-BABY-PWD-TELON-PLUS-250,Non food,,N,,,,,,,12875,8999908726407,,,Y,Y,14300,1.000,
MY-BABY-SOAP-60-FRUITY,26006,MY-BABY-SOAP-60-FRUITY,Non food,,N,,,,,,,2690,8999908059604,,,Y,Y,3000,1.000,
MY-BABY-SOAP-75-SF,26005,MY-BABY-SOAP-75-SF,Non food,,N,,,,,,,3400,8999908054302,,,Y,Y,3600,12.000,
MY-BABY-SOAP-75-SOFT-&-GENT-/CLS-CHAMOMILE,26003,MY-BABY-SOAP-75-SOFT-&-GENT-/CLS-CHAMOMILE,Non food,,N,,,,,,,3245,8999908043108,,,Y,Y,3600,1.000,
NABATI-WAFER-50-PINK-LAVA,11607,NABATI-WAFER-50-PINK-LAVA,food,,N,,,,,,,2030,8993175542241,,,Y,Y,2200,-1.000,
NABATI-WAFER-PINK-LAVA-127G,11608,NABATI-WAFER-PINK-LAVA-127G,food,,N,,,,,,,6900,8993175544764,,,Y,Y,7500,7.000,
NEO-KOPI-CARAMEL-MACHIATO-20X6X20GR-202008,15021,NEO-KOPI-CARAMEL-MACHIATO-20X6X20GR-202008,food,,N,,,,,,,6675,8998866202008,,,Y,Y,7200,0.000,
NEO-KOPI-MOCCACHINO-12X15X20GR-201971,15022,NEO-KOPI-MOCCACHINO-12X15X20GR-201971,food,,N,,,,,,,1245,8998866201971,,,Y,Y,1400,8.000,
NESC-CLASSIC-60X10X2-SACH,15023,NESC-CLASSIC-60X10X2-SACH,food,,N,,,,,,,5670,8992696418370,,,Y,Y,6200,9.000,
NEW-BINDER-SET-A5,32023,NEW-BINDER-SET-A5,atk,,N,,,,,,,19300,M0009063,,,Y,Y,21200,3.000,
NEXTAR-112-CHOCO-BROWNIS,11609,NEXTAR-112-CHOCO-BROWNIS,food,,N,,,,,,,6620,8993175540797,,,Y,Y,7200,5.000,
NEXTAR-112-NASTAR-COOKIES/-PINE-8*14GR,11610,NEXTAR-112-NASTAR-COOKIES/-PINE-8*14GR,food,,N,,,,,,,6625,8993175538947,,,Y,Y,7200,2.000,
NEXTAR-NASTAR-106-BLUEBERRY,11611,NEXTAR-NASTAR-106-BLUEBERRY,food,,N,,,,,,,6625,8993175552615,,,Y,Y,7200,20.000,
NEXTAR-STRAWBERRY-8*14,11612,NEXTAR-STRAWBERRY-8*14,food,,N,,,,,,,6625,8993175548335,,,Y,Y,7200,5.000,
NICE-FACIAL-KILOAN-NP-900,21008,NICE-FACIAL-KILOAN-NP-900,Non food,,N,,,,,,,40005,8992759612530,,,Y,Y,43300,1.000,
NICE-POP-UP-200,21011,NICE-POP-UP-200,Non food,,N,,,,,,,7970,8992759244021,,,Y,Y,8700,1.000,
NICE-SOFT-PACK-NP-200,21001,NICE-SOFT-PACK-NP-200,Non food,,N,,,,,,,20335,8992759114348,,,Y,Y,22000,1.000,
NICE-TRVL-PCK-60S-34117,21018,NICE-TRVL-PCK-60S-34117,Non food,,N,,,,,,,3670,8992759134117,,,Y,Y,4000,0.000,
NIVEA-BL-180-EXTRA-WHITE-SERUM-CARE-PROTEC,20319,NIVEA-BL-180-EXTRA-WHITE-SERUM-CARE-PROTEC,Non food,,N,,,,,,,29910,4005808713257,,,Y,Y,33300,-1.000,
NIVEA-BL-180-EXTRA-WHITE-SERUM-CARE-PROTEC1,20318,NIVEA-BL-180-EXTRA-WHITE-SERUM-CARE-PROTEC1,Non food,,N,,,,,,,29910,4005808713257,,,Y,Y,33300,2.000,
NIVEA-BL-180-SERUM-NIGHT-WHT,20321,NIVEA-BL-180-SERUM-NIGHT-WHT,Non food,,N,,,,,,,39290,8999777005320,,,Y,Y,43600,2.000,
